PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type	ZT1_1_BAT	ZT1_2_BAT	ZT1_3_BAT	ZT5_1_BAT	ZT5_2_BAT	ZT5_3_BAT	ZT9_1_BAT	ZT9_2_BAT	ZT9_3_BAT	ZT13_1_BAT	ZT13_2_BAT	ZT13_3_BAT	ZT17_1_BAT	ZT17_2_BAT	ZT17_3_BAT	ZT21_1_BAT	ZT21_2_BAT	ZT21_3_BAT	LAG	BH.Q	ZT_bin
chr11-3282	chr11	8523838	8523988	+	15.6	0	intron (NM_001083587, intron 13 of 30)	intron (NM_001083587, intron 13 of 30)	140622	NM_001083587	319939	Mm.337820	NM_001083587	ENSMUSG00000020422	Tns3	BC023928|F830010I22Rik|TEM6|Tens1	tensin 3	protein-coding	13	31	41	29	32	45	80	91	46	73	66	58	70	81	145	28	33	32	12	0.0310391655363696	ZT13
chr2-3375	chr2	170392049	170392199	+	15.6	0	intron (NM_029815, intron 4 of 12)	intron (NM_029815, intron 4 of 12)	35721	NM_001164369	76960	Mm.240850	NM_029815	ENSMUSG00000013523	Bcas1	2210416M21Rik|9030223A09Rik|AI841227|NABC1	breast carcinoma amplified sequence 1	protein-coding	38	49	105	34	32	46	62	66	24	34	24	18	27	74	106	62	83	106	22	0.0377238244831057	ZT21
chr16-1542	chr16	56666285	56666435	+	15.6	0	intron (NM_001014399, intron 17 of 27)	intron (NM_001014399, intron 17 of 27)	51090	NM_001357124	21787	Mm.425970	NM_019678	ENSMUSG00000022757	Tfg	AI173908	Trk-fused gene	protein-coding	18	40	66	35	25	45	64	56	29	35	53	39	39	125	114	48	79	83	18	0.0132923364728598	ZT17
chr15-2003	chr15	61552995	61553145	+	15.6	0	Intergenic	Intergenic	221381	NR_040350	432956	Mm.404918	NR_040350	ENSMUSG00000116031	D030024E09Rik	-	RIKEN cDNA D030024E09 gene	ncRNA	16	24	60	44	46	71	79	71	31	43	56	49	47	86	107	51	59	52	14	0.0452500717492719	ZT13
chr14-1591	chr14	79632482	79632632	+	15.6	0	Intergenic	Intergenic	29626	NM_001310655	16840	Mm.46561	NM_010701	ENSMUSG00000022025	Cnmd	Bricd3|ChM-I|Chmd|Lect1	chondromodulin	protein-coding	42	41	81	33	49	47	81	51	34	30	33	25	33	70	96	68	98	85	22	0.0546578553591281	ZT21
chr5-2633	chr5	73538717	73538867	+	15.6	0	intron (NR_153313, intron 7 of 9)	ORR1E-int|LTR|ERVL-MaLR	47766	NM_178896	100737	Mm.220312	NM_178896	ENSMUSG00000051674	Dcun1d4	AI836376	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)	protein-coding	31	47	68	54	52	79	76	76	45	58	40	44	39	67	95	30	42	49	8	0.0546578553591281	ZT9
chr2-3467	chr2	79290268	79290418	+	15.6	0	intron (NM_010576, intron 14 of 27)	intron (NM_010576, intron 14 of 27)	34917	NM_010576	16401	Mm.31903	NM_010576	ENSMUSG00000027009	Itga4	CD49D|Itga4B	integrin alpha 4	protein-coding	7	14	48	13	16	31	64	71	30	65	67	69	51	146	151	41	45	65	16	0.00383384259253848	ZT17
chr2-3333	chr2	166281046	166281196	+	15.6	0	intron (NR_033467, intron 1 of 2)	intron (NR_033467, intron 1 of 2)	7213	NR_033467	670775	Mm.384326	NR_033467	ENSMUSG00000084840	Gm11468	-	predicted gene 11468	ncRNA	51	54	94	53	87	102	77	68	29	44	52	24	39	34	83	44	28	31	4	0.091432700055119	ZT5
chr12-2050	chr12	91269117	91269267	+	15.6	0	intron (NM_181815, intron 14 of 25)	intron (NM_181815, intron 14 of 25)	115217	NM_181815	75216	Mm.312204	NM_181815	ENSMUSG00000061533	Cep128	4930534B04Rik|5430424K18Rik|AI449708|AI480494|E230024F20	centrosomal protein 128	protein-coding	26	38	51	27	26	49	69	55	42	51	50	42	42	81	98	66	77	101	18	0.0377238244831057	ZT17
chrX-704	chrX	51505404	51505554	+	15.6	0	intron (NM_001077202, intron 2 of 4)	intron (NM_001077202, intron 2 of 4)	174998	NM_001290468	50786	Mm.252561	NM_015819	ENSMUSG00000062184	Hs6st2	6OST2	heparan sulfate 6-O-sulfotransferase 2	protein-coding	37	51	98	45	34	75	58	64	21	41	37	28	33	75	107	62	61	70	22	0.00873811946535779	ZT21
chr12-1867	chr12	84835311	84835461	+	15.6	0	intron (NM_013589, intron 3 of 34)	intron (NM_013589, intron 3 of 34)	-40416	NR_028577	100303738	Mm.479389	NR_028577	ENSMUSG00000092130	D030025P21Rik	-	RIKEN cDNA D030025P21 gene	ncRNA	25	34	63	31	39	61	57	46	24	51	55	31	47	100	126	52	75	79	20	0.0165323918984296	ZT21
chr14-1513	chr14	103008159	103008309	+	15.6	0	intron (NR_045657, intron 2 of 2)	RMER13B|LTR|ERVK	25569	NR_045657	71264	Mm.399572	NR_045657	ENSMUSG00000114980	4933432I03Rik	-	RIKEN cDNA 4933432I03 gene	ncRNA	23	31	48	19	24	55	68	78	42	45	75	45	40	128	106	54	56	57	16	0.0452500717492719	ZT17
chr1-2637	chr1	15122564	15122714	+	15.6	0	Intergenic	Intergenic	-189813	NM_001098528	98741	Mm.156081	NM_001033195	ENSMUSG00000092083	Kcnb2	9630047L19Rik|BB130875|Kv2.2	potassium voltage gated channel, Shab-related subfamily, member 2	protein-coding	26	31	43	20	26	53	74	75	46	67	70	49	47	85	98	48	71	65	16	0.0310391655363696	ZT17
chr4-2959	chr4	62087439	62087589	+	15.6	0	promoter-TSS (NR_149826)	promoter-TSS (NR_149826)	-197	NR_149826	17842	Mm.250267	NM_010845	ENSMUSG00000066154	Mup3	MUP15|MUPIII|Mup-3|Mup25	major urinary protein 3	protein-coding	31	32	74	19	34	57	55	65	30	37	55	38	44	88	133	61	58	80	18	0.0071053784429439	ZT17
chr11-3599	chr11	4571589	4571739	+	15.6	0	intron (NM_028860, intron 1 of 17)	intron (NM_028860, intron 1 of 17)	23151	NM_028860	74302	Mm.425669	NM_028860	ENSMUSG00000034354	Mtmr3	1700092A20Rik|AI255150|AW557713|FYVE-DSP1|ZFYVE10|mKIAA0371	myotubularin related protein 3	protein-coding	24	26	59	22	22	76	43	56	23	44	46	46	57	98	119	55	85	94	18	0.00583137953168869	ZT17
chr11-3364	chr11	57454386	57454536	+	15.6	0	Intergenic	Intergenic	64183	NM_001168667	67726	Mm.25632	NM_026342	ENSMUSG00000020523	Fam114a2	1810073G14Rik|9030624B09Rik	family with sequence similarity 114, member A2	protein-coding	14	24	53	24	31	46	75	116	42	65	82	56	50	87	118	18	43	49	14	0.00583137953168869	ZT13
chr17-1915	chr17	87490428	87490578	+	15.6	0	Intergenic	Intergenic	-43568	NM_007589	12314	Mm.329243	NM_007589	ENSMUSG00000036438	Calm2	1500001E21Rik|AL024017|Cam2|CamC	calmodulin 2	protein-coding	17	33	65	37	52	58	91	74	33	66	65	45	62	59	112	43	38	45	13	0.077236599220546	ZT13
chr12-1876	chr12	29054418	29054568	+	15.5	0	Intergenic	Intergenic	-87436	NR_154987	102633526	Mm.134217	NR_154987	NA	Gm31333	-	predicted gene, 31333	ncRNA	24	23	50	31	40	59	70	93	49	60	60	48	40	62	103	52	60	69	14	0.0546578553591281	ZT13
chr10-2092	chr10	62656799	62656949	+	15.5	0	Intergenic	ID_B1|SINE|B4	-5656	NM_053183	94213	Mm.114116	NM_053183	ENSMUSG00000020076	Ddx50	4933429B04Rik|8430408E17Rik|GU2|RH-II	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50	protein-coding	17	26	44	30	47	70	80	111	54	55	63	47	38	80	110	42	39	35	12	0.00488626175209741	ZT13
chr19-1370	chr19	56134266	56134416	+	15.5	0	Intergenic	Intergenic	-153571	NM_001329936	226243	Mm.25791	NM_146101	ENSMUSG00000025075	Habp2	AI035669|FSAP|HABP|HGFAL|PHBP	hyaluronic acid binding protein 2	protein-coding	47	68	57	47	55	73	66	77	28	44	33	23	40	50	94	53	66	65	0	0.0649073511596943	ZT1
chr14-1531	chr14	22939107	22939257	+	15.5	0	intron (NM_028275, intron 6 of 6)	intron (NM_028275, intron 6 of 6)	155389	NR_033550	791307	Mm.364384	NR_033550	ENSMUSG00000068680	Gm10248	-	predicted gene 10248	ncRNA	26	30	55	39	38	85	86	115	49	51	62	82	34	67	98	17	22	30	10	0.00288839895462317	ZT9
chr15-1962	chr15	93129771	93129921	+	15.5	0	Intergenic	MLTR14|LTR|ERV1	145333	NM_001357006	223827	Mm.22819	NM_001033275	ENSMUSG00000036197	Gxylt1	Glt8d3|Gm1228|Gm87	glucoside xylosyltransferase 1	protein-coding	20	16	55	43	52	76	82	77	45	50	63	60	33	71	96	43	44	63	12	0.010917051581423	ZT13
chr11-3574	chr11	114179193	114179343	+	15.5	0	Intergenic	Intergenic	-18990	NR_045930	73536	Mm.54275	NR_045930	ENSMUSG00000078600	1700092K14Rik	-	RIKEN cDNA 1700092K14 gene	ncRNA	25	23	23	49	28	76	83	76	46	56	60	53	54	67	131	57	48	32	14	0.0206133492264304	ZT13
chr5-2549	chr5	24359427	24359577	+	15.5	0	Intergenic	Intergenic	-5317	NM_008713	18127	Mm.258415	NM_008713	ENSMUSG00000028978	Nos3	2310065A03Rik|Nos-3|eNOS|ecNOS	nitric oxide synthase 3, endothelial cell	protein-coding	25	29	41	41	39	62	63	81	33	50	63	53	47	81	105	50	72	53	14	0.0165323918984296	ZT13
chr13-1972	chr13	35537215	35537365	+	15.5	0	Intergenic	MER63C|DNA|hAT-Blackjack	-122572	NM_009881	12593	Mm.29002	NM_009881	ENSMUSG00000059288	Cdyl	AI325931	chromodomain protein, Y chromosome-like	protein-coding	35	58	89	36	42	46	58	41	32	29	30	42	50	58	104	78	94	64	22	0.0132923364728598	ZT21
chr10-2054	chr10	5270454	5270604	+	15.5	0	intron (NM_001347711, intron 58 of 145)	intron (NM_001347711, intron 58 of 145)	-75822	NM_001079686	64009	Mm.331626	NM_022027	ENSMUSG00000096054	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|KASH1|Myne1|mKIAA1756|myne-1	spectrin repeat containing, nuclear envelope 1	protein-coding	22	34	74	18	33	41	62	71	39	54	53	41	36	102	90	73	74	73	18	0.077236599220546	ZT17
chr10-2246	chr10	111318092	111318242	+	15.5	0	Intergenic	Intergenic	19488	NM_027914	71769	Mm.45256	NM_027914	ENSMUSG00000035759	Bbs10	1300007O09Rik|AI452285	Bardet-Biedl syndrome 10 (human)	protein-coding	16	27	46	26	39	44	109	64	52	54	59	61	61	70	115	59	48	34	14	0.0206133492264304	ZT13
chr5-2672	chr5	15972482	15972632	+	15.5	0	intron (NM_001110843, intron 1 of 38)	intron (NM_001110843, intron 1 of 38)	37866	NM_001110844	12293	Mm.159842	NM_009784	ENSMUSG00000040118	Cacna2d1	Ca(v)alpha2delta1|Cacna2|Cchl2a	calcium channel, voltage-dependent, alpha2/delta subunit 1	protein-coding	25	28	57	43	44	67	99	117	61	57	66	44	35	40	81	28	45	51	10	0.00873811946535779	ZT9
chrX-742	chrX	87702576	87702726	+	15.5	0	intron (NM_001160403, intron 2 of 10)	intron (NM_001160403, intron 2 of 10)	412972	NM_001160403	331461	Mm.121680	NM_001160403	ENSMUSG00000052372	Il1rapl1	6330532G10Rik|C030039N24|IL1R8|IL1RAPL|MRX34|OPHN4|TIGIRR-2	interleukin 1 receptor accessory protein-like 1	protein-coding	25	27	60	46	45	68	61	61	37	56	67	55	49	82	94	46	52	56	14	0.0546578553591281	ZT13
chr9-2633	chr9	63772997	63773147	+	15.5	0	Intergenic	Intergenic	-15078	NM_016769	17127	Mm.7320	NM_016769	ENSMUSG00000032402	Smad3	AU022421|Madh3	SMAD family member 3	protein-coding	28	44	76	17	26	53	72	58	34	34	50	44	47	110	90	58	75	73	18	0.0310391655363696	ZT17
chrX-698	chrX	100777064	100777214	+	15.5	0	promoter-TSS (NM_001177780)	promoter-TSS (NM_001177780)	-132	NM_001177780	53310	Mm.4615	NM_016747	ENSMUSG00000000881	Dlg3	Dlgh3|SAP102|mKIAA1232	discs large MAGUK scaffold protein 3	protein-coding	29	31	62	42	40	87	76	71	38	48	67	43	48	72	113	40	43	40	13	0.091432700055119	ZT13
chr8-2435	chr8	4313374	4313524	+	15.5	0	intron (NM_010485, intron 1 of 5)	intron (NM_010485, intron 1 of 5)	11651	NM_010485	15568	Mm.119162	NM_010485	ENSMUSG00000040028	Elavl1	2410055N02Rik|HUR|Hua|W91709	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	protein-coding	33	29	59	21	41	34	85	74	48	78	59	56	68	59	101	36	49	59	14	0.0649073511596943	ZT13
chr3-2131	chr3	51560105	51560255	+	15.5	0	intron (NR_033624, intron 1 of 4)	CpG	423	NR_033624	100039684	Mm.387178	NR_033624	NA	5031434O11Rik	AI481280|Gm2370	RIKEN cDNA 5031434O11 gene	ncRNA	37	28	48	39	47	91	89	88	44	47	54	45	43	63	105	30	54	37	10	0.0452500717492719	ZT9
chr7-2958	chr7	40078305	40078455	+	15.5	0	Intergenic	RMER13B|LTR|ERVK	560614	NM_001004139	70227	Mm.333800	NM_001004139	ENSMUSG00000068959	Zfp619	3000002G13Rik	zinc finger protein 619	protein-coding	31	42	92	28	28	70	59	44	31	28	33	28	33	92	114	58	76	102	20	0.0247913445279724	ZT21
chr11-3354	chr11	31744597	31744747	+	15.5	0	Intergenic	Intergenic	-72810	NM_001024919	69556	Mm.34183	NM_001024919	ENSMUSG00000044502	Bod1	2310022M17Rik|BOD2.1|Fam44b	biorientation of chromosomes in cell division 1	protein-coding	28	26	55	37	34	71	52	97	43	52	55	49	51	67	114	53	49	55	14	0.0452500717492719	ZT13
chr18-1438	chr18	80193524	80193674	+	15.5	0	TTS (NR_131039)	TTS (NR_131039)	7020	NM_199197	68731	Mm.186936	NM_199197	ENSMUSG00000024570	Rbfa	1110032A13Rik|AI595940	ribosome binding factor A	protein-coding	21	34	56	23	18	34	103	77	44	51	61	61	49	95	105	38	59	60	14	0.0247913445279724	ZT13
chr5-2661	chr5	116004343	116004493	+	15.5	0	intron (NM_007708, intron 45 of 46)	intron (NM_007708, intron 45 of 46)	20010	NM_031869	19079	Mm.458152	NM_031869	ENSMUSG00000029513	Prkab1	1300015D22Rik|AU021155|E430008F22	protein kinase, AMP-activated, beta 1 non-catalytic subunit	protein-coding	25	38	73	24	24	56	68	65	28	46	43	40	42	108	101	51	52	102	18	0.0310391655363696	ZT17
chr7-2956	chr7	58767332	58767482	+	15.5	0	intron (NM_009728, intron 2 of 20)	intron (NM_009728, intron 2 of 20)	109205	NM_009728	11982	Mm.135129	NM_009728	ENSMUSG00000025324	Atp10a	Atp10c|pfatp	ATPase, class V, type 10A	protein-coding	26	42	62	35	38	77	55	66	28	42	37	52	39	75	112	51	66	86	20	0.0546578553591281	ZT21
chr3-2088	chr3	84646586	84646736	+	15.5	0	Intergenic	Intergenic	-19531	NM_177260	320782	Mm.107370	NM_177260	ENSMUSG00000056498	Tmem154	9930117H01Rik	transmembrane protein 154	protein-coding	25	39	73	24	30	44	52	63	36	30	42	55	36	84	119	65	87	86	20	0.077236599220546	ZT21
chr6-2342	chr6	148385048	148385198	+	15.5	0	intron (NM_198967, intron 5 of 19)	intron (NM_198967, intron 5 of 19)	30467	NR_003634	66184	Mm.391542	NM_025405	ENSMUSG00000063171	Rps4l	1110033J19Rik|AA407494|Rps4y2	ribosomal protein S4-like	pseudo	15	30	40	30	37	63	62	75	32	42	55	41	51	91	105	56	69	95	17	0.077236599220546	ZT17
chr2-3363	chr2	4019272	4019422	+	15.5	0	intron (NM_001347086, intron 2 of 24)	intron (NM_001347086, intron 2 of 24)	1664	NM_001347086	209630	Mm.37932	NM_172475	ENSMUSG00000026657	Frmd4a	2700017I06Rik|5330420J21|AI594879|C230040M21Rik|Frmd4|Gm13190|mKIAA1294	FERM domain containing 4A	protein-coding	24	45	83	34	35	71	48	54	35	33	52	28	37	68	103	58	58	122	22	0.077236599220546	ZT21
chr14-1548	chr14	48005333	48005483	+	15.5	0	Intergenic	Intergenic	106544	NR_045959	73961	Mm.390702	NR_045959	ENSMUSG00000115609	4930447J18Rik	4930425M13Rik	RIKEN cDNA 4930447J18 gene	ncRNA	18	29	61	19	45	51	109	83	58	71	80	64	55	74	72	28	23	49	12	0.0132923364728598	ZT13
chr9-2461	chr9	63889219	63889369	+	15.5	0	Intergenic	Intergenic	-131300	NM_016769	17127	Mm.7320	NM_016769	ENSMUSG00000032402	Smad3	AU022421|Madh3	SMAD family member 3	protein-coding	27	38	57	46	63	80	82	86	41	64	63	55	37	49	108	26	25	44	10	0.010917051581423	ZT9
chr5-2720	chr5	149368026	149368176	+	15.5	0	Intergenic	Intergenic	-43648	NM_027519	70717	Mm.252139	NM_027519	ENSMUSG00000029659	Medag	6330406I15Rik|Awms3|MEDA-4|Meda4|mAWMS3	mesenteric estrogen dependent adipogenesis	protein-coding	29	39	43	51	41	102	99	101	48	56	62	47	43	60	72	25	34	38	10	0.00873811946535779	ZT9
chr8-2413	chr8	77020824	77020974	+	15.5	0	intron (NM_001083906, intron 2 of 8)	intron (NM_001083906, intron 2 of 8)	118391	NM_001083906	110784	Mm.324393	NM_001083906	ENSMUSG00000031618	Nr3c2	MR|Mlr	nuclear receptor subfamily 3, group C, member 2	protein-coding	31	27	54	40	33	74	68	75	35	59	50	41	45	79	111	61	53	53	16	0.0649073511596943	ZT17
chr1-2716	chr1	131286924	131287074	+	15.4	0	3' UTR (NM_001081011, exon 23 of 23)	3' UTR (NM_001081011, exon 23 of 23)	-7436	NM_019777	56489	Mm.386783	NM_019777	ENSMUSG00000042349	Ikbke	AW558201|IKK-E|IKK-i|IKKepsilon|Ikki	inhibitor of kappaB kinase epsilon	protein-coding	36	43	70	35	31	52	71	68	30	33	39	35	27	74	110	70	84	76	20	0.091432700055119	ZT21
chr7-2927	chr7	89381517	89381667	+	15.4	0	intron (NM_001360746, intron 1 of 14)	HAL1ME|LINE|L1	22630	NM_001360746	72759	Mm.208477	NM_028343	ENSMUSG00000039428	Tmem135	2810439K08Rik|AW319712|PMP52	transmembrane protein 135	protein-coding	24	32	55	34	64	92	97	82	57	59	69	47	33	58	78	27	30	41	10	0.00583137953168869	ZT9
chr17-1991	chr17	12534829	12534979	+	15.4	0	Intergenic	Intergenic	-27200	NM_011395	20519	Mm.99252	NM_011395	ENSMUSG00000023828	Slc22a3	EMT|Oct3|Orct3|Slca22a3	solute carrier family 22 (organic cation transporter), member 3	protein-coding	26	48	50	45	37	55	67	62	38	53	50	40	48	82	135	37	50	57	16	0.077236599220546	ZT17
chr8-2368	chr8	68364975	68365125	+	15.4	0	intron (NM_172753, intron 8 of 9)	intron (NM_172753, intron 8 of 9)	-3409	NR_038189	73609	Mm.443247	NR_038181	ENSMUSG00000085197	1700125H03Rik	4930510D22Rik	RIKEN cDNA 1700125H03 gene	ncRNA	32	58	82	37	43	80	68	54	35	33	34	34	30	69	109	56	60	67	0	0.010917051581423	ZT1
chr2-3613	chr2	19779598	19779748	+	15.4	0	Intergenic	Intergenic	121611	NM_027715	71198	Mm.83981	NM_027715	ENSMUSG00000043415	Otud1	4933428L19Rik	OTU domain containing 1	protein-coding	19	27	58	24	29	45	63	74	33	47	61	42	40	90	106	71	64	89	17	0.0452500717492719	ZT17
chr11-3288	chr11	83428083	83428233	+	15.4	0	intron (NM_001013759, intron 1 of 5)	intron (NM_001013759, intron 1 of 5)	1363	NM_001013759	237891	Mm.340523	NM_001013759	ENSMUSG00000020686	Gas2l2	-	growth arrest-specific 2 like 2	protein-coding	31	36	91	38	43	92	38	64	26	32	48	31	42	70	104	67	68	64	22	0.0377238244831057	ZT21
chr10-2124	chr10	39665292	39665442	+	15.4	0	intron (NR_038037, intron 2 of 2)	intron (NR_038037, intron 2 of 2)	-51685	NR_152260	100504626	Mm.440236	NR_152259	NA	Gm16364	Gm16365	predicted gene 16364	ncRNA	23	50	75	39	36	57	66	57	27	38	41	33	36	79	101	52	68	103	20	0.0546578553591281	ZT21
chr12-1910	chr12	54985873	54986023	+	15.4	0	intron (NM_013815, intron 1 of 26)	CpG-3178	388	NM_013815	217578	Mm.479583	NM_013815	ENSMUSG00000035021	Baz1a	Acf1|B930060C03|BC065123|Gtl5|Wcrf180|cbp146	bromodomain adjacent to zinc finger domain 1A	protein-coding	32	39	59	43	50	84	92	80	37	42	54	35	34	62	114	37	46	44	8	0.0377238244831057	ZT9
chr13-1822	chr13	38626699	38626849	+	15.4	0	intron (NM_139063, intron 2 of 4)	intron (NM_139063, intron 2 of 4)	8335	NM_139063	17828	Mm.261554	NM_139063	ENSMUSG00000038982	Bloc1s5	1810074A19Rik|Muted|mu	biogenesis of lysosomal organelles complex-1, subunit 5, muted	protein-coding	23	25	50	37	39	63	59	89	44	51	56	52	38	79	89	48	56	85	14	0.0649073511596943	ZT13
chr8-2379	chr8	114142577	114142727	+	15.4	0	intron (NM_024437, intron 2 of 3)	L1VL2|LINE|L1	9078	NM_024437	67528	Mm.27889	NM_024437	ENSMUSG00000031767	Nudt7	1300007B24Rik|2210404C19Rik	nudix (nucleoside diphosphate linked moiety X)-type motif 7	protein-coding	19	20	46	51	49	61	58	83	32	76	63	59	38	68	134	38	37	49	12	0.0247913445279724	ZT13
chr11-3272	chr11	22972864	22973014	+	15.4	0	promoter-TSS (NM_001361661)	promoter-TSS (NM_001361661)	-73	NM_001361661	17846	Mm.259903	NM_144514	ENSMUSG00000051355	Commd1	AI256843|Murr1|U2/Mu	COMM domain containing 1	protein-coding	35	43	66	50	43	81	80	83	42	45	44	49	34	52	83	50	49	52	6	0.091432700055119	ZT5
chr13-1810	chr13	76056247	76056397	+	15.4	0	exon (NM_175495, exon 1 of 1)	exon (NM_175495, exon 1 of 1)	674	NM_175495	238725	Mm.167172	NM_175495	ENSMUSG00000045509	Gpr150	C030001A19Rik|PGR11	G protein-coupled receptor 150	protein-coding	31	34	50	46	42	92	91	74	40	51	71	42	38	52	95	46	44	44	10	0.077236599220546	ZT9
chr8-2409	chr8	115159727	115159877	+	15.4	0	intron (NM_019573, intron 8 of 8)	intron (NM_019573, intron 8 of 8)	547092	NM_001025577	17132	Mm.275549	NM_001025577	ENSMUSG00000055435	Maf	2810401A20Rik|A230108G15Rik|AW047063|c-maf	avian musculoaponeurotic fibrosarcoma oncogene homolog	protein-coding	14	34	34	32	51	67	67	65	37	53	70	62	59	83	103	52	67	32	14	0.0206133492264304	ZT13
chr17-1893	chr17	56222935	56223085	+	15.4	0	Intergenic	Intergenic	-4121	NM_172624	224897	Mm.205535	NM_172624	ENSMUSG00000001229	Dpp9	6430584G11Rik|A330078I11|DPP IX|DPRP2	dipeptidylpeptidase 9	protein-coding	40	52	60	42	49	53	43	37	34	31	47	49	50	64	119	80	60	70	20	0.077236599220546	ZT21
chr14-1546	chr14	22199193	22199343	+	15.4	0	intron (NM_028275, intron 2 of 6)	intron (NM_028275, intron 2 of 6)	179556	NM_028275	76633	Mm.489898	NM_028275	ENSMUSG00000063458	Lrmda	1700112E06Rik|2700009F18Rik	leucine rich melanocyte differentiation associated	protein-coding	31	25	70	36	38	62	67	64	25	51	56	54	56	74	107	39	57	67	16	0.0649073511596943	ZT17
chr7-2936	chr7	80881922	80882072	+	15.4	0	Intergenic	Intergenic	19272	NR_152101	71968	Mm.274226	NM_028026	ENSMUSG00000025722	Wdr73	1200011I23Rik|2410008B13Rik|AI848574|C85352	WD repeat domain 73	protein-coding	25	26	41	40	43	71	64	64	30	76	61	46	47	82	151	35	35	47	13	0.0377238244831057	ZT13
chr9-2517	chr9	123384371	123384521	+	15.4	0	intron (NM_153168, intron 3 of 20)	intron (NM_153168, intron 3 of 20)	17519	NM_001348168	102436	Mm.276076	NM_153168	ENSMUSG00000035202	Lars2	AI035546|Kiaa0028|LEURS	leucyl-tRNA synthetase, mitochondrial	protein-coding	35	53	111	24	41	55	49	43	27	39	32	43	39	82	86	63	72	84	22	0.0132923364728598	ZT21
chr17-1983	chr17	46041392	46041542	+	15.4	0	Intergenic	Intergenic	-9090	NM_001287057	22339	Mm.282184	NM_009505	ENSMUSG00000023951	Vegfa	Vegf|Vpf	vascular endothelial growth factor A	protein-coding	31	45	48	73	81	98	72	68	37	37	43	31	43	49	86	41	48	52	4	0.0649073511596943	ZT5
chr17-1896	chr17	44173483	44173633	+	15.4	0	Intergenic	Intergenic	-15014	NM_172621	224796	Mm.37666	NM_172621	ENSMUSG00000023959	Clic5	5730531E12Rik|B330005L24|Gm322|jbg|nmf318	chloride intracellular channel 5	protein-coding	35	43	94	39	49	72	61	41	22	27	37	27	31	111	116	50	58	69	22	0.0377238244831057	ZT21
chr4-2757	chr4	97794012	97794162	+	15.4	0	intron (NM_010905, intron 2 of 10)	intron (NM_010905, intron 2 of 10)	16461	NM_010905	18027	Mm.31274	NM_010905	ENSMUSG00000028565	Nfia	1110047K16Rik|9430022M17Rik|CTF|NF1-A|NF1A	nuclear factor I/A	protein-coding	29	27	59	40	39	67	72	77	39	50	57	55	55	70	99	46	42	57	14	0.00873811946535779	ZT13
chr18-1384	chr18	15632140	15632290	+	15.4	0	intron (NM_199055, intron 1 of 3)	intron (NM_199055, intron 1 of 3)	85831	NM_199055	71367	Mm.329304	NM_199055	ENSMUSG00000047161	Chst9	5430438D01Rik	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	protein-coding	28	37	72	32	36	50	87	60	34	41	58	49	44	83	109	51	40	66	16	0.0546578553591281	ZT17
chr3-2115	chr3	30992333	30992483	+	15.4	0	Intergenic	L1MB7|LINE|L1	-3363	NM_008857	18759	Mm.291554	NM_008857	ENSMUSG00000037643	Prkci	2310021H13Rik|AI427505|PKClambda|Pkci|Pkcl|Prkcl|aPKClambda|mKIAA4165	protein kinase C, iota	protein-coding	29	50	85	34	36	70	70	57	29	35	48	37	41	76	87	56	59	81	21	0.077236599220546	ZT21
chr16-1563	chr16	31147887	31148037	+	15.4	0	intron (NM_030138, intron 4 of 22)	MTEa-int|LTR|ERVL-MaLR	53276	NM_030138	78618	Mm.274646	NM_030138	ENSMUSG00000049076	Acap2	4832442G16|9530039J15Rik|CNT-B2|Centb2|mKIAA0041	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	protein-coding	21	34	56	33	35	56	69	59	29	53	59	42	42	94	111	59	50	80	16	0.010917051581423	ZT17
chr12-2059	chr12	3764259	3764409	+	15.4	0	intron (NR_027869, intron 16 of 20)	MLT1F2|LTR|ERVL-MaLR	-42646	NM_007872	13435	Mm.5001	NM_007872	ENSMUSG00000020661	Dnmt3a	MmuIIIA	DNA methyltransferase 3A	protein-coding	18	35	59	33	26	45	81	88	48	57	75	53	30	77	127	43	37	46	14	0.0377238244831057	ZT13
chr17-1954	chr17	88274382	88274532	+	15.4	0	Intergenic	Intergenic	148945	NM_001190356	225058	Mm.312053	NM_001190356	NA	Gm4832	EG225058	predicted gene 4832	protein-coding	27	35	69	43	63	73	100	71	44	51	43	47	39	46	89	39	43	58	8	0.077236599220546	ZT9
chr5-2695	chr5	90746312	90746462	+	15.3	0	Intergenic	Intergenic	-12911	NM_009141	20311	Mm.4660	NM_009141	ENSMUSG00000029371	Cxcl5	AMCF-II|Cxcl6|ENA-78|GCP-2|LIX|Scyb5|Scyb6	chemokine (C-X-C motif) ligand 5	protein-coding	25	35	56	23	25	39	74	85	41	49	50	43	45	87	82	49	58	111	16	0.091432700055119	ZT17
